 Eigenvalue #           0   4.5276130955960943     
           0  -1.4233641824208658E-002
           1  -3.0936853797747414E-002
           2  -4.6999893943847799E-002
           3  -6.3002393646928556E-002
           4  -7.8531394226702217E-002
           5  -9.3692446793168224E-002
           6 -0.10826948108085543     
           7 -0.12227456602881029     
           8 -0.13555623843184555     
           9 -0.14809678293247824     
          10 -0.15977817538614372     
          11 -0.17057395763187994     
          12 -0.18038897197057469     
          13 -0.18919759965250071     
          14 -0.19692331373962152     
          15 -0.20354663655731586     
          16 -0.20900778191066799     
          17 -0.21329671983873100     
          18 -0.21636941202007143     
          19 -0.21822748063218755     
          20 -0.21884190693518044     
          21 -0.21822748063218678     
          22 -0.21636941202007015     
          23 -0.21329671983872905     
          24 -0.20900778191066632     
          25 -0.20354663655731625     
          26 -0.19692331373962321     
          27 -0.18919759965250388     
          28 -0.18038897197057896     
          29 -0.17057395763188546     
          30 -0.15977817538615097     
          31 -0.14809678293248671     
          32 -0.13555623843185383     
          33 -0.12227456602881707     
          34 -0.10826948108086049     
          35  -9.3692446793171041E-002
          36  -7.8531394226703646E-002
          37  -6.3002393646929042E-002
          38  -4.6999893943847820E-002
          39  -3.0936853797747098E-002
          40  -1.4233641824208538E-002
 ------------------------------------------------------
 Eigenvalue #           1   18.110385890349026     
           0   2.8405602948923223E-002
           1   6.1257829203333301E-002
           2   9.1802173719187474E-002
           3  0.12067680461521693     
           4  0.14659658018392721     
           5  0.16935029045639013     
           6  0.18817595990375219     
           7  0.20282394314187105     
           8  0.21283278968401312     
           9  0.21807641536762651     
          10  0.21835778963385366     
          11  0.21373322971615324     
          12  0.20425667491977190     
          13  0.19018326892938381     
          14  0.17179769383013746     
          15  0.14954230081864683     
          16  0.12389845704428393     
          17   9.5462377494583597E-002
          18   6.4864000688821977E-002
          19   3.2803454109020858E-002
          20  -4.2466030691912238E-015
          21  -3.2803454109028768E-002
          22  -6.4864000688828416E-002
          23  -9.5462377494588357E-002
          24 -0.12389845704428833     
          25 -0.14954230081865094     
          26 -0.17179769383013965     
          27 -0.19018326892938370     
          28 -0.20425667491976943     
          29 -0.21373322971614947     
          30 -0.21835778963384869     
          31 -0.21807641536761951     
          32 -0.21283278968400560     
          33 -0.20282394314186269     
          34 -0.18817595990374403     
          35 -0.16935029045638256     
          36 -0.14659658018392011     
          37 -0.12067680461521099     
          38  -9.1802173719183339E-002
          39  -6.1257829203330595E-002
          40  -2.8405602948921811E-002
 ------------------------------------------------------
 Eigenvalue #           2   40.748677997042371     
           0   4.2442455246163170E-002
           1   9.0359019802547541E-002
           2  0.13230159618610882     
           3  0.16814787681697158     
           4  0.19511547176635055     
           5  0.21241498764344438     
           6  0.21877925650190749     
           7  0.21416822311185685     
           8  0.19859968270044984     
           9  0.17303501990474990     
          10  0.13863003092196530     
          11   9.7248260813735318E-002
          12   5.0886622230673945E-002
          13   1.9860334316004688E-003
          14  -4.7053135003160287E-002
          15  -9.3671143482669958E-002
          16 -0.13557029616043731     
          17 -0.17056305334367469     
          18 -0.19693374650829484     
          19 -0.21328800022614347     
          20 -0.21885169655754216     
          21 -0.21328800022614178     
          22 -0.19693374650829137     
          23 -0.17056305334366950     
          24 -0.13557029616043056     
          25  -9.3671143482662339E-002
          26  -4.7053135003151669E-002
          27   1.9860334316091494E-003
          28   5.0886622230681661E-002
          29   9.7248260813741647E-002
          30  0.13863003092196996     
          31  0.17303501990475365     
          32  0.19859968270045450     
          33  0.21416822311186257     
          34  0.21877925650191457     
          35  0.21241498764345210     
          36  0.19511547176635813     
          37  0.16814787681697796     
          38  0.13230159618611440     
          39   9.0359019802551621E-002
          40   4.2442455246164988E-002
 ------------------------------------------------------
